permit_number,issue_date,project_value,type_of_work,building_contractor,property_use,year,PostalCode
BP-2019-00952,2019-08-22,15000,Demolition / Deconstruction,G & K Excavation and Demolition Services Ltd,Dwelling Uses,2019, V5N 4J1
BP-2019-02075,2019-08-22,10000,Addition / Alteration,Northern Alpine Contracting Ltd,Office Uses,2019, V6B 3B4
DB-2019-02015,2019-08-22,224990,New Building,0949351 BC Ltd,Dwelling Uses,2019, V1V 1V1
DB-2018-05944,2019-08-23,231742.5,New Building,Wing Chong Home Improvement Ltd,Dwelling Uses,2019, V5X 1Z5
DB-2019-00582,2019-08-23,704700,New Building,Bricklane Developments,Dwelling Uses,2019, V6K 3A3
DB-2019-02435,2019-08-23,146750,New Building,Llano Developments Inc,Dwelling Uses,2019, V5N 3W4
BP-2018-04203,2019-08-26,15000,Demolition / Deconstruction,JVT EXCAVATING & DEMOLITION LTD,Dwelling Uses,2019, V5Z 1X5
BP-2019-03008,2019-08-26,24500,Addition / Alteration,JK's Construction Inc,Dwelling Uses,2019, V5L 3R3
BP-2019-03571,2019-08-26,102725,Addition / Alteration,Curve Construction Inc,Office Uses,2019, V6C 3L6
BP-2018-06716,2019-08-27,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2019, V6K 2S5
BP-2019-03568,2019-08-27,250000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2019, V6C 2T5
BP-2019-02699,2019-08-28,130000,Addition / Alteration,Perfect Space Construction Ltd.,Dwelling Uses,2019, V6L 2H9
BP-2019-03018,2019-08-28,60000,Addition / Alteration,Heatherbrae Builders Co Ltd,Cultural/Recreational Uses,2019, V1V 1V1
BP-2019-03430,2019-08-28,70000,Addition / Alteration,Sage Construction Ltd,Dwelling Uses,2019, V6L 3E2
DB-2018-06050,2019-08-28,245828,New Building,AMPM Custom Homes Inc,Dwelling Uses,2019, V5W 2E7
DB-2019-01029,2019-08-28,706250,New Building,D McLean Construction Ltd,Dwelling Uses,2019, V5K 1E5
DB-2019-02065,2019-08-28,832500,New Building,Onni Contracting Ltd,Dwelling Uses,2019, V5Y 2B2
DB-2019-03094,2019-08-29,18000,Addition / Alteration,T.C. Electric Ltd,Retail Uses,2019, V6P 0A3
DB-2019-00863,2019-08-30,190000,New Building,LS Developments,Dwelling Uses,2019, V5M 3C5
DB-2019-01575,2019-08-30,726438,New Building,Brillion Homes Ltd,Dwelling Uses,2019, V5V 1X5
DB-2019-02275,2019-08-30,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2019, V5R 2K1
BP-2018-03115,2019-09-03,838400,New Building,royal greenland community ltd.,Dwelling Uses,2019, V6K 1Z3
BP-2019-03066,2019-09-03,375000,Addition / Alteration,Arborlea Developments Ltd,Retail Uses,2019, V6S 2G6
BP-2019-01648,2019-09-04,300000,New Building,Abstract Homes & Renovations Inc,Dwelling Uses,2019, V6R 1E9
DB-2019-00821,2019-09-04,1024587,New Building,Py Chue Construction Ltd,Dwelling Uses,2019, V5S 2G4
DB-2019-01121,2019-09-04,705500,New Building,RICHTOWN CONSTRUCTION LTD,Dwelling Uses,2019, V5K 1L9
DB-2019-01125,2019-09-04,161250,New Building,RICHTOWN CONSTRUCTION LTD,Dwelling Uses,2019, V6K 1L9
DB-2019-03215,2019-09-04,384369,Addition / Alteration,Elias Tkachuk Contracting Ltd,Office Uses,2019, V6B 5A6
BP-2019-02803,2019-09-05,150000,Addition / Alteration,Gibraltar Holdings Ltd,Office Uses,2019, V6E 3C9
DB-2019-00869,2019-09-05,693845,New Building,Euro Dream Custom Homes Ltd.,Dwelling Uses,2019, V5K 1G2
DB-2019-00870,2019-09-05,15000,Demolition / Deconstruction,Euro Dream Custom Homes Ltd.,Dwelling Uses,2019, V5K 1G2
DB-2019-00872,2019-09-05,181250,New Building,Euro Dream Custom Homes Ltd.,Dwelling Uses,2019, V5K 0B6
DB-2018-03681,2019-09-09,15000,Demolition / Deconstruction,AKAL DEMOLITION & EXCAVATING,Dwelling Uses,2019, V5S 1B5
BP-2018-05236,2019-09-06,375000,Addition / Alteration,Reotech Construction Ltd,Office Uses,2019, V6C 3K4
BP-2019-03458,2019-09-06,75000,Addition / Alteration,Fossil Project Services Ltd,Dwelling Uses,2019, V6P 5W9
DB-2018-02767,2019-09-06,904500,New Building,0818082 BC Ltd,Dwelling Uses,2019, V5P 1R7
DB-2019-01030,2019-09-06,250000,Addition / Alteration,Viridian Energy Co-Operative,Dwelling Uses,2019, V6J 1E5
BP-2019-02273,2019-09-09,559500,New Building,Grand Van Homes Inc,Dwelling Uses,2019, V5N 3Z9
BP-2019-03271,2019-09-09,45000,Addition / Alteration,Bold Construction Ltd,Dwelling Uses,2019, V6J 2E6
BP-2019-00566,2019-09-10,15000,Demolition / Deconstruction,JVT EXCAVATING & DEMOLITION LTD,Dwelling Uses,2019, V6R 2T6
BP-2019-02598,2019-09-10,15000,Demolition / Deconstruction,APOLLA DEMOLITION & EXCAVATING LTD.,Dwelling Uses,2019, V6R 2A1
DB-2019-00420,2019-09-10,634245,New Building,Trung Hoai Do,Dwelling Uses,2019, V5M 2V4
DB-2019-00421,2019-09-10,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2019, V5M 2V4
DB-2019-00423,2019-09-10,157732.5,New Building,Trung Hoai Do,Dwelling Uses,2019, V5M 2V4
BP-2018-03802,2019-09-11,5300000,New Building,RBC Holdings Ltd,Dwelling Uses,2019, V5R 2P6
DB-2018-05118,2019-09-11,129480,New Building,WINNING DEVELOPMENT LTD,Dwelling Uses,2019, V5S 3H7
DB-2019-03169,2019-09-11,100000,Addition / Alteration,Exland Construction Management Inc,Dwelling Uses,2019, V6N 2T8
DB-2019-03257,2019-09-11,5000,Addition / Alteration,0820163 BC Ltd,Dwelling Uses,2019, V5R 1L5
DB-2019-03504,2019-09-11,80000,Addition / Alteration,HBD Homes Ltd,Office Uses,2019, V5V 4C5
BP-2019-03533,2019-09-12,12500,Addition / Alteration,One Degree HVAC Service Group Ltd,Dwelling Uses,2019, V5T 2V1
BP-2019-03569,2019-09-13,175000,Addition / Alteration,Glenn Edward Rogers,Dwelling Uses,2019, V6G 1T9
BP-2019-03630,2019-09-13,60000,Addition / Alteration,Solid General Contractors Inc,Dwelling Uses,2019, V6E 3T1
BP-2019-03631,2019-09-13,60000,Addition / Alteration,Capital C Contracting Inc,Dwelling Uses,2019, V6G 1H2
BP-2019-03817,2019-09-13,4900,Addition / Alteration,Epic Spaces Inc,Office Uses,2019, V6E 4G1
DB-2019-00942,2019-09-13,1003500,New Building,Suvic Holdings Inc,Dwelling Uses,2019, V5S 2W2
DB-2019-00945,2019-09-13,217000,New Building,Suvic Holdings Inc,Dwelling Uses,2019, V5S 2W2
DB-2019-03457,2019-09-13,20000,Addition / Alteration,Travis J Goeres,"Office Uses,Service Uses",2019, V6Z 2M2
BP-2019-00893,2019-09-16,480000,Addition / Alteration,New Look Developments Ltd,Dwelling Uses,2019, V5N 1H4
BP-2019-03029,2019-09-16,40000,Demolition / Deconstruction,MWL Demolition Ltd,Retail Uses,2019, V6S 2G5
DB-2018-03765,2019-09-16,1013230,New Building,Golden Flame Construction Ltd,Dwelling Uses,2019, V6N 2V2
DB-2019-01921,2019-09-16,1056250,New Building,Brar Empire Homes Ltd,Dwelling Uses,2019, V5V 1M7
DB-2019-02087,2019-09-16,530000,New Building,Rupinder K Mushiana,Dwelling Uses,2019, V5R 3W2
DB-2019-02133,2019-09-16,15000,Demolition / Deconstruction,JVT EXCAVATING & DEMOLITION LTD,Dwelling Uses,2019, V5M 1W2
DB-2019-02240,2019-09-16,3500,Addition / Alteration,Cam Frank Construction Ltd,Dwelling Uses,2019, V6P 1B1
BP-2019-02049,2019-09-17,15000,Demolition / Deconstruction,SKD Construction Ltd,Dwelling Uses,2019, V5M 2R6
DB-2019-02290,2019-09-17,255000,New Building,Holyside Property Development Ltd,Dwelling Uses,2019, V5R 2Z2
DB-2019-03057,2019-09-17,38900,Addition / Alteration,Coastal Exterior Contracting Inc,Dwelling Uses,2019, V6H 1C7
BP-2018-03965,2019-09-18,60278,Addition / Alteration,Milos Bjelica,"Dwelling Uses,Parking Uses",2019, V5Y 1Z9
BP-2019-02876,2019-09-18,150000,Addition / Alteration,Focus Project Management Ltd,"Cultural/Recreational Uses,Office Uses",2019, V6J 1W7
BP-2019-03019,2019-09-18,9920,Demolition / Deconstruction,On Side Restoration Services Ltd,Dwelling Uses,2019, V5N 4Y5
BP-2019-03653,2019-09-18,4990,Addition / Alteration,Wycliff Hartwig,Dwelling Uses,2019, V5M 1C6
DB-2018-04354,2019-09-18,143485,New Building,Merola Construction Inc,Dwelling Uses,2019, V1V 1V1
DB-2019-02688,2019-09-18,224462.5,New Building,Bright Star Holding,Dwelling Uses,2019, V5M 4C2
BP-2019-02608,2019-09-19,15000,Demolition / Deconstruction,GRG Demolition & Excavating Ltd,Dwelling Uses,2019, V5W 1K4
BP-2019-03547,2019-09-19,40000,Addition / Alteration,Allspaces Design & Management Ltd,Office Uses,2019, V6H 1E1
BP-2019-03597,2019-09-19,200000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2019, V6B 1E1
BP-2019-03779,2019-09-19,12000,Addition / Alteration,TotalPlan Inc,Office Uses,2019, V6C 1X8
BP-2019-03897,2019-09-19,150000,Addition / Alteration,Lonetree Enterprises Ltd,Dwelling Uses,2019, V6A 4B3
BP-2019-03929,2019-09-19,300000,Addition / Alteration,Aura Office Environments Inc,Office Uses,2019, V6C 2W2
DB-2018-04131,2019-09-19,15000,Demolition / Deconstruction,JVT EXCAVATING & DEMOLITION LTD,Dwelling Uses,2019, V6P 2B4
DB-2018-06186,2019-09-19,15000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,Dwelling Uses,2019, V5M 1N3
DB-2019-01475,2019-09-19,142500,New Building,Crown Pacific Development Ltd.,Dwelling Uses,2019, V5W 3A7
BP-2019-03253,2019-09-20,187000,Addition / Alteration,Barclay Restorations Ltd,Dwelling Uses,2019, V5L 3G1
BP-2019-03632,2019-09-20,30000,Addition / Alteration,Solid General Contractors Inc,Dwelling Uses,2019, V6G 1G4
DB-2019-02137,2019-09-20,144855,New Building,Nicons Enterprises Ltd,Dwelling Uses,2019, V5M 2V6
DB-2019-00131,2019-09-20,1120500,New Building,Canbuild Holding Ltd.,Dwelling Uses,2019, V5P 1G3
BP-2019-00702,2019-09-23,15000,Demolition / Deconstruction,PTL Contracting Ltd,Dwelling Uses,2019, V5X 1E5
BP-2019-01234,2019-09-23,15000,Demolition / Deconstruction,Ajac Construction and Excavation Inc,Dwelling Uses,2019, V5N 1S2
BP-2019-03759,2019-09-23,33000,Addition / Alteration,Clearview Demolition Ltd,Transportation and Storage Uses,2019, V5M 3T5
DB-2018-06657,2019-09-23,800000,Addition / Alteration,Canado Contracting,Service Uses,2019, V6K 2H4
DB-2019-00940,2019-09-23,271500,New Building,Harvey Contracting Ltd,Dwelling Uses,2019, V5Y 2T7
BP-2019-03877,2019-09-24,36000,Addition / Alteration,Central West Project Management Inc,Office Uses,2019, V6B 1G1
DB-2018-06607,2019-09-24,15000,Demolition / Deconstruction,Van-City Excavating Ltd,Dwelling Uses,2019, V6P 2E9
DB-2019-02690,2019-09-24,170250,New Building,Cyanic Developments Inc,Dwelling Uses,2019, V5R 3M4
BP-2018-05972,2019-09-25,37000000,New Building,Etro Construction Limited,"Manufacturing Uses,Office Uses,Service Uses",2019, V6A 1A7
BP-2019-01412,2019-09-25,880000,Addition / Alteration,Four Corners Homes Ltd,Dwelling Uses,2019, V5T 2E1
BP-2019-03788,2019-09-25,12000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2019, V6E 2E9
DB-2019-02217,2019-09-25,679750,New Building,Coastline Projects Ltd,Dwelling Uses,2019, V6R 2Z6
BP-2019-03579,2019-09-26,8000,Addition / Alteration,MidCity Plumbers Inc,Dwelling Uses,2019, V5M 4V1
BP-2018-04291,2019-09-27,6200000,Addition / Alteration,Etro Construction Limited,Dwelling Uses,2019, V5Y 1Z4
BP-2018-04561,2019-09-27,977200,Addition / Alteration,Secure Biometrics Corp,Dwelling Uses,2019, V5N 2P5
BP-2019-00957,2019-09-27,228750,New Building,J & H Rebars Ltd,Dwelling Uses,2019, V5T 2N9
BP-2019-03992,2019-09-27,5000,Addition / Alteration,Keyho Construction Ltd,Dwelling Uses,2019, V6L 1W7
DB-2019-01665,2019-09-27,1410000,New Building,Citrine Homes Ltd,Dwelling Uses,2019, V6P 5G3
DB-2019-02384,2019-09-27,15000,Demolition / Deconstruction,JVT EXCAVATING & DEMOLITION LTD,Dwelling Uses,2019, V5N 2R4
BP-2019-02284,2019-09-30,15000,Demolition / Deconstruction,Van Phong Hoang,Dwelling Uses,2019, V5L 2M1
DB-2019-02423,2019-09-30,225000,New Building,Rhine River Luxury Homes Ltd.,Dwelling Uses,2019, V6R 3A1
BP-2018-00569,2019-10-01,15000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,Dwelling Uses,2019, V5P 1T7
DB-2019-03121,2019-10-01,219720,New Building,Sian Group Investments Inc,Dwelling Uses,2019, V5X 1J6
DB-2019-03732,2019-10-01,567190,Addition / Alteration,Daryl-Evans Mechanical Ltd,Office Uses,2019, V6J 1W8
DB-2019-03995,2019-10-02,78000,Addition / Alteration,David Mitchell Co Ltd,Office Uses,2019, V5W 2R2
BP-2019-03000,2019-10-03,400000,Demolition / Deconstruction,Vanmar Constructors 1089 Inc,Office Uses,2019, V6B 3N9
DB-2019-00962,2019-10-03,135697.5,New Building,Axium Development Ltd,Dwelling Uses,2019, V5P 1X5
DB-2019-01819,2019-10-03,180250,New Building,Conarms Holdings Inc,Dwelling Uses,2019, V5M 4A9
BP-2019-03075,2019-10-04,20000,Addition / Alteration,Martin Poznanski,Dwelling Uses,2019, V5Z 4K6
DB-2019-01873,2019-10-03,599750,New Building,Kevin Cairns,Dwelling Uses,2019, V5V 4P4
BP-2018-01198,2019-10-04,15000,Demolition / Deconstruction,GRG Demolition & Excavating Ltd,Dwelling Uses,2019, V6M 1G3
BP-2019-02727,2019-10-04,30000,Demolition / Deconstruction,Trust Excavation & Demolition Ltd,Dwelling Uses,2019, V5R 2V8
BP-2019-03774,2019-10-04,80000,Addition / Alteration,Kerr Construction Inc,"Office Uses,Retail Uses",2019, V5X 3H2
BP-2019-03843,2019-10-04,38000,Addition / Alteration,Hodgson King and Marble Ltd,Institutional Uses,2019, V6B 1S9
BP-2019-04019,2019-10-04,8000,Addition / Alteration,Nicons Enterprises Ltd,Dwelling Uses,2019, V5M 2V6
BP-2019-03740,2019-10-08,60000,Addition / Alteration,Syncor Solutions Limited,Office Uses,2019, V6C 1J9
BP-2019-03812,2019-10-08,100000,Addition / Alteration,Gibraltar Holdings,Office Uses,2019, V6B 4N9
BP-2019-04024,2019-10-08,140000,Addition / Alteration,Syncor Solutions Limited,Office Uses,2019, V6C 3C1
DB-2019-03584,2019-10-08,900000,Addition / Alteration,R.W.C.S. Construction Services Ltd,Service Uses,2019, V6E 3J7
DB-2019-00946,2019-10-09,604275,New Building,SGP Holdings Ltd,Dwelling Uses,2019, V5W 3M8
DB-2019-02351,2019-10-09,133000,New Building,Panaridge Construction Ltd,Dwelling Uses,2019, V5N 5B2
BP-2019-02176,2019-10-10,15000,Demolition / Deconstruction,CANTON EXCAVATING LTD.,Dwelling Uses,2019, V5N 3W1
BP-2019-03974,2019-10-11,5000,Addition / Alteration,Etro Construction Limited,Dwelling Uses,2019, V5Y 3Z5
BP-2019-04254,2019-10-11,200000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2019, V6E 3S7
DB-2018-06475,2019-10-11,1735902.5,New Building,AO JIE XU,Dwelling Uses,2019, V6M 1M5
DB-2019-02580,2019-10-11,159870,New Building,Quinton Construction Ltd,Dwelling Uses,2019, V6P 4T6
DB-2019-03810,2019-10-11,15000,Addition / Alteration,Airon Heating & Air Conditioning Ltd,Dwelling Uses,2019, V6G 1B3
DB-2019-03905,2019-10-11,15000,Demolition / Deconstruction,George Albert Roebotham,Dwelling Uses,2019, V5N 4R9
BP-2019-01493,2019-10-15,15000,Demolition / Deconstruction,Khela Excavating Ltd.,Dwelling Uses,2019, V5L 2P4
BP-2019-02154,2019-10-15,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2019, V6M 4A8
BP-2019-03937,2019-10-15,20000,Addition / Alteration,NSR Contracting Inc,Office Uses,2019, V6B 2T4
BP-2019-04171,2019-10-15,30000,Addition / Alteration,Solid General Contractors Inc,Dwelling Uses,2019, V6E 3T1
DB-2019-00564,2019-10-15,421867.5,New Building,August Construction Ltd,Dwelling Uses,2019, V6R 2T6
DB-2019-01160,2019-10-15,96450,New Building,August Construction Ltd,Dwelling Uses,2019, V6R 2T6
DB-2019-02426,2019-10-15,15000,Demolition / Deconstruction,JVT EXCAVATING & DEMOLITION LTD,Dwelling Uses,2019, V5M 1W3
DB-2019-03906,2019-10-15,15000,Demolition / Deconstruction,George Albert Roebotham,Dwelling Uses,2019, V5N 2L2
DB-2019-03980,2019-10-15,25000,Addition / Alteration,KYLIN CONSTRUCTION LTD,Dwelling Uses,2019, V6N 1C4
BP-2019-04137,2019-10-16,125000,Addition / Alteration,Belle Renovations Inc,Dwelling Uses,2019, V6G 1M2
BP-2019-04266,2019-10-16,15000,Addition / Alteration,North Stream Contracting Ltd,Office Uses,2019, V6C 1H2
DB-2019-00704,2019-10-16,204750,New Building,Jasvir Construction Ltd,Dwelling Uses,2019, V5X 1E5
BP-2019-04200,2019-10-17,60000,Addition / Alteration,Pamela C Newton,Dwelling Uses,2019, V6E 4R1
DB-2018-05148,2019-10-17,153750,New Building,Quality National Builders Ltd,Dwelling Uses,2019, V5M 2T5
DB-2019-02597,2019-10-17,675307.5,New Building,Citrine Homes Ltd,Dwelling Uses,2019, V6R 2A1
BP-2019-01979,2019-10-18,15000,Demolition / Deconstruction,Khela Excavating Ltd.,Dwelling Uses,2019, V6R 2V3
BP-2019-04538,2019-10-18,26225,Addition / Alteration,TotalPlan Inc,Office Uses,2019, V5Z 3X7
DB-2019-03282,2019-10-18,180500,New Building,Bright Star Holding,Dwelling Uses,2019, V5M 3X9
DB-2019-02574,2019-10-21,225000,New Building,Mountain Tai Construction & Management Ltd,Dwelling Uses,2019, V6N 2T2
BP-2019-03712,2019-10-22,47000,Addition / Alteration,Stephane Fournier,Dwelling Uses,2019, V6H 3W4
BP-2019-04123,2019-10-22,5000,Demolition / Deconstruction,Sian Group Investments Inc,Dwelling Uses,2019, V6P 3Z2
DB-2019-01865,2019-10-22,1083875,New Building,Royal Elite Facilities Management Inc.,Dwelling Uses,2019, V5P 2P5
DB-2019-04241,2019-10-22,50000,Addition / Alteration,Steven Maule,Dwelling Uses,2019, V6Z 2Y4
BP-2019-01932,2019-10-23,50000,Addition / Alteration,Halse Martin Construction Co Ltd,Office Uses,2019, V6E 3C9
BP-2019-02531,2019-10-23,15000,Demolition / Deconstruction,Ajac Construction and Excavation Inc,Dwelling Uses,2019, V5Y 2L4
BP-2019-03241,2019-10-23,80000,Addition / Alteration,Best Built Homes Inc.,Dwelling Uses,2019, V6G 1H2
BP-2019-04122,2019-10-23,80000,Addition / Alteration,David Wayne Wootton,Dwelling Uses,2019, V6M 1R9
BP-2019-04312,2019-10-23,149500,Addition / Alteration,0904639 BC Ltd,Dwelling Uses,2019, V6Z 2Z5
DB-2019-00746,2019-10-23,180205,New Building,Vanglo Sustainable Construction Group Ltd,Dwelling Uses,2019, V5Z 1Y3
DB-2019-01838,2019-10-23,168250,New Building,Rain City Renovations Ltd,Dwelling Uses,2019, V5N 4V7
DB-2019-03197,2019-10-23,144550,Addition / Alteration,Kerr Construction Inc,Dwelling Uses,2019, V6H 1Y3
DB-2019-04121,2019-10-23,4600,Addition / Alteration,Hong Qiang Wang,Dwelling Uses,2019, V6R 3H9
DB-2019-01168,2019-10-24,225000,New Building,C-Best Construction Ltd,Dwelling Uses,2019, V5X 1J6
BP-2018-05345,2019-10-25,15000,Demolition / Deconstruction,Khela Excavating Ltd.,Dwelling Uses,2019, V5T 2A1
BP-2018-06371,2019-10-25,12000000,Addition / Alteration,Chandos Construction,"Dwelling Uses,Parking Uses,Retail Uses,Service Uses",2019, V6G 1W4
BP-2019-04237,2019-10-25,2100000,Addition / Alteration,Franco Pignotti,Retail Uses,2019, V7Y 1K8
BP-2019-04652,2019-10-25,150000,Addition / Alteration,Harrier Construction & Project Management Ltd,Office Uses,2019, V7Y 1K8
DB-2019-02888,2019-10-25,160250,New Building,Smallworks Studio and Laneway Housing Inc,Dwelling Uses,2019, V6S 1J9
DB-2019-03243,2019-10-25,15000,Demolition / Deconstruction,All Right Trucking 99 Ltd,Dwelling Uses,2019, V5X 1C3
DB-2019-02610,2019-10-28,669000,New Building,0869270 BC Ltd.,Dwelling Uses,2019, V5W 1K4
BP-2019-04384,2019-10-29,50000,Addition / Alteration,Maestro Development Ltd,Dwelling Uses,2019, V6Z 3C7
BP-2018-04842,2019-10-30,250000,Addition / Alteration,Canadian Turner Construction Company Ltd,Office Uses,2019, V6Z 2G7
BP-2019-03948,2019-10-30,27000,Demolition / Deconstruction,Octiscapes Site Services Ltd,Dwelling Uses,2019, V6N 2B8
BP-2019-04310,2019-10-30,89000,Addition / Alteration,J2 Project Management Inc,Retail Uses,2019, V5R 5L7
BP-2019-04324,2019-10-30,40000,Addition / Alteration,T M B CONTRACTING LTD,Dwelling Uses,2019, V6L 3E3
BP-2019-04348,2019-10-30,30000,Addition / Alteration,Future Living Developments Ltd,Dwelling Uses,2019, V6Z 2Y4
DB-2019-00736,2019-10-30,702750,New Building,Douglas Park Construction Ltd,Dwelling Uses,2019, V6R 2M5
DB-2019-00896,2019-10-30,7000,Addition / Alteration,Smallworks Studio and Laneway Housing Inc,Dwelling Uses,2019, V6S 1J9
BP-2019-04381,2019-10-31,15000,Demolition / Deconstruction,Fleck Contracting Ltd,Dwelling Uses,2019, V5Y 2J1
BP-2019-04853,2019-10-31,15000,Addition / Alteration,KHY Contracting Inc,"Dwelling Uses,Retail Uses",2019, V6A 1Z6
BP-2019-03145,2019-11-01,950000,Addition / Alteration,Saint Construction Management Ltd,Dwelling Uses,2019, V5L 2P4
BP-2019-04695,2019-11-01,50000,Addition / Alteration,VPAC Construction Group Ltd,Office Uses,2019, V7X 1M3
DB-2019-01386,2019-11-01,1356045,New Building,BRB West Coast Construction Ltd,Dwelling Uses,2019, V6M 3M2
DB-2019-02024,2019-11-01,150000,New Building,Comfort Development Ltd,Dwelling Uses,2019, V6R 1S7
DB-2019-02590,2019-11-01,176500,New Building,Hang Zheng,Dwelling Uses,2019, V6N 2Y1
BP-2019-04253,2019-11-04,150000,Addition / Alteration,KPC Homes Ltd,Retail Uses,2019, V5K 4C9
DB-2019-02928,2019-11-04,183280,New Building,Gill's Construction Ltd,Dwelling Uses,2019, V5X 4K1
DB-2019-02764,2019-11-05,718945,New Building,Miraval Properties Inc,Dwelling Uses,2019, V5M 1X5
BP-2019-03153,2019-11-06,15000,Demolition / Deconstruction,J & R Excavation & Demolition Ltd.,Dwelling Uses,2019, V6M 1K1
BP-2019-04513,2019-11-06,30000,Addition / Alteration,Sian Enterprises Ltd,Dwelling Uses,2019, V5M 3L6
DB-2018-06269,2019-11-06,204250,New Building,Gravity Projects Ltd,Dwelling Uses,2019, V5K 2V3
BP-2019-02504,2019-11-07,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2019, V5M 1W3
BP-2019-04088,2019-11-07,45000,Addition / Alteration,The Indoor Outdoor Guy Home Renovations & Landscaping,Dwelling Uses,2019, V5Z 4L8
